# Final MCMC Chain Data for Kinematic Snap Model (KSM) - Post-Burn-In Samples
Holographic_Parameter_c	Transition_Width_w
0.57912392	14691.42170159
0.58675974	14768.96300615
0.57500234	14036.69834963
0.59513774	14797.12354925
0.57183675	15094.95348687
0.58614061	14868.69611149
0.59187530	13684.83274811
0.58544496	14605.72482267
0.59514201	16006.38137106
0.58744898	14277.06237822
0.59027947	13728.65179336
0.58657228	16115.73765008
0.56468740	13789.75893510
0.58706343	13929.60858000
0.59423610	13575.92474019
0.56579936	13286.56709004
0.57757094	13381.96076544
0.59467235	14938.37247713
0.58667882	15802.38917240
0.59752415	13573.43487820
0.58915288	15141.26059795
0.57564573	16524.48960455
0.58376060	15302.96164704
0.56841294	14163.00302103
0.56843534	12970.01456083
0.56894339	16103.62379757
0.60342350	14657.21836711
0.56223853	13755.36351311
0.57887658	13832.54971863
0.57343183	12983.70618357
0.56557441	11534.41537222
0.56919467	15084.76051302
0.58577310	13920.56485711
0.58943983	12933.56733482
0.58733546	14275.56866310
0.58917862	13040.02925532
0.57488156	13235.90522799
0.57787607	13363.74086773
0.57332390	14130.74622280
0.57598163	13995.25539709
0.59252517	13984.10416631
0.58361817	13912.26778557
0.57541854	14613.54294314
0.57726413	15437.61448787
0.59687155	15997.55161680
0.58322309	15279.47015779
0.58347051	12534.54843220
0.58749953	14589.52851650
0.58064373	14130.15727406
0.56078547	14952.74994941
0.57142350	14649.24114880
0.58340848	15120.76710639
0.57835680	14106.50794494
0.57646069	13468.16236690
0.58187586	13350.25778016
0.58521055	12197.33901391
0.57632330	14038.73969830
0.58238404	14477.89246335
0.58386922	13851.26036328
0.58038998	15502.97679703
0.57624402	16562.83547335
0.58572812	13825.98951138
0.58992393	14264.12669532
0.57376273	12661.01776775
0.57999098	14782.12016815
0.58148803	13236.42307928
0.56954220	15852.09612209
0.57990016	14790.44086107
0.58631572	14514.25579702
0.59209920	15862.52593716
0.57350393	13403.64044937
0.56300033	15355.06834308
0.57081441	15617.19851648
0.57906559	14949.32533359
0.58484359	14653.66107481
0.58079619	14342.52908320
0.58087457	15473.43100359
0.59051514	14819.22803295
0.58528460	15545.77941924
0.58614218	13625.03045524
0.58161566	13926.25739788
0.56975566	14866.37088960
0.57490582	15452.18730705
0.58992093	14439.52074814
0.58492742	15130.60353593
0.56942198	14392.65701582
0.59390363	16715.65675708
0.57266726	14494.03199248
0.58037479	16198.40226095
0.57735757	16360.51274553
0.59472375	12404.82580773
0.57180631	14359.36329806
0.57737311	15148.94036917
0.57442346	14655.60210778
0.58940407	14131.90145950
0.56818786	15954.88113485
0.56316764	14067.15837721
0.58256316	15046.28423474
0.57573989	14347.27630286
0.58283150	14311.71008827
0.60019827	15207.76916125
0.58665341	14425.94189998
0.58384051	14667.21544638
0.59529339	13781.87289642
0.57715364	13380.69365975
0.58050748	15019.57714686
0.59129174	14164.15130610
0.57927914	13501.14727850
0.57993869	12043.27516120
0.58492359	14205.43680377
0.59882285	14416.22728148
0.58666419	13539.66596891
0.57188167	15801.39335386
0.58152658	12928.94134282
0.60183357	12985.20940425
0.57415260	13454.74097682
0.58404394	13987.57318402
0.55927662	14808.93569590
0.57027231	15172.22112546
0.58870392	15153.80626734
0.58668373	15689.10224603
0.58581297	15149.21325368
0.57173404	13912.14541755
0.57599447	14641.75873092
0.58440664	13427.62667206
0.57993857	13577.72824295
0.59447568	15486.90466156
0.56727216	14709.51237926
0.57460211	14072.87948037
0.56136552	11466.06372435
0.58233335	14074.08911120
0.58228058	16504.96180616
0.58996183	14793.56934635
0.57281080	16184.16274210
0.58550499	13425.40142133
0.56310518	14696.83113517
0.57908624	13355.98911503
0.58184567	14289.84970482
0.59381738	14716.93246434
0.56153186	13431.89159367
0.59315112	14446.87175611
0.58220045	15864.07651721
0.59822401	16009.11706366
0.56529228	15195.36984708
0.59477951	14062.64693571
0.58679800	15098.76486675
0.59011556	14800.33646762
0.57727061	15981.32897942
0.59174079	13245.67778523
0.56937156	15082.51475633
0.57714621	17860.26996749
0.58781052	13658.00537200
0.58864397	14260.55746241
0.57676282	15674.59240894
0.58768796	15762.56421736
0.58697425	13190.50033272
0.58884590	13512.67548063
0.57941076	14365.32512435
0.60797400	14538.29564494
0.59636175	13843.07836069
0.58336062	14229.90855161
0.59997443	14878.98602437
0.59162080	15501.91735783
0.57953475	16495.34379175
0.58038224	14453.06470940
0.57221906	14578.03482427
0.59098088	15400.47385409
0.58673497	13592.15361791
0.59041991	13867.14368958
0.59270778	14323.23502271
0.56846633	15964.19716258
0.59282392	16650.67353714
0.58541544	12360.86425810
0.57902933	13215.75323088
0.57872876	13418.71110265
0.59054092	15284.04765878
0.57981101	14532.89491110
0.58932976	13669.78621462
0.58660175	15241.55470390
0.57174001	14681.05267703
0.57177111	14954.60613078
0.58434894	16101.01624513
0.56452604	14665.40265435
0.58417151	13740.55055034
0.58721994	14010.49468800
0.58770003	14640.76975154
0.58930711	14079.14911844
0.60688110	16291.19500919
0.58117031	14544.69190087
0.58954055	15211.28447826
0.57126330	13225.71952225
0.57955858	12761.02781383
0.58553783	14406.65277179
0.58433078	14929.03253329
0.59002960	14989.30508230
0.58831549	14026.35404639
0.57395961	15520.21668498
0.58362117	13793.33356471
0.59024014	14661.55788646
0.58740567	15025.26094275
0.58424677	14420.67070427
0.58169869	15161.50959185
0.57902473	14181.06542199
0.58103924	14771.60580665
0.57637220	16376.01335506
0.57252140	12665.35010100
0.59146786	14214.27529570
0.57652941	13397.46362460
0.58483671	14350.96114573
0.56304473	15334.87206426
0.60210701	13536.48271225
0.59104341	13546.19309892
0.58930793	13689.14437439
0.57249585	13118.46553387
0.58047429	16012.83381629
0.57530385	14526.53984379
0.58825650	16174.51431793
0.58245380	14509.30720533
0.58849679	14146.97975446
0.59246133	13372.90357785
0.57467937	13198.64930732
0.58517568	13065.61072626
0.58526187	13529.05834009
0.56948394	16199.90231581
0.57704755	13885.89488978
0.57440495	13744.41622945
0.57579574	14359.19310014
0.57039367	14131.64559932
0.58171252	14856.69489494
0.57645063	14697.84327281
0.58378917	12257.68688434
0.57714783	13660.86814785
0.58337820	15106.15558716
0.58061009	14456.75170925
0.58434802	14272.54173651
0.58021984	14306.55739458
0.57214103	17127.36721471
0.58886791	14193.10138437
0.57498941	13494.20079825
0.58378410	14511.33928320
0.58377150	14408.32347167
0.59873527	12473.40593968
0.59199370	13988.27277475
0.57767274	13491.33280845
0.57851553	14916.29922623
0.57348401	13107.08999193
0.58275485	14325.39801684
0.58988829	14503.49713919
0.58490690	14568.06127229
0.57357089	14069.25772466
0.56407764	15284.46828450
0.55892979	14804.30740944
0.56916295	12996.41943173
0.56683328	14452.05895740
0.57508220	16454.06274659
0.57425136	13736.93084040
0.58671799	14344.59629944
0.58275603	14440.71131470
0.59147620	15223.77439356
0.57664451	13793.17482539
0.58192827	14864.98342259
0.58225124	14574.87072967
0.58708437	14875.78055738
0.58175550	13020.96008783
0.58013431	13274.12541772
0.56856714	13101.74777230
0.58641172	12968.26048912
0.57953255	17015.99276985
0.57438024	13757.57547425
0.57995872	12483.26293343
0.57021674	14923.70277326
0.58513280	13443.96101694
0.58475242	14893.02380508
0.58475102	14991.65559427
0.58974989	15820.18197266
0.60280914	15122.86747678
0.57220393	14632.66484103
0.58323169	16056.93660138
0.57830047	15678.61646913
0.58201701	13830.73890936
0.58148201	15007.50327705
0.57214202	12077.60349349
0.58143100	14833.64571974
0.59151617	16973.01003826
0.58615588	15311.65370494
0.58603264	13894.87358420
0.58902494	14463.33959251
0.57464719	15879.03279416
0.56886920	13476.39816200
0.57700077	15096.45867108
0.57067804	13199.02446656
0.58801881	15076.18120025
0.59138994	13137.84838091
0.57723463	15637.59066392
0.57553179	13343.68035765
0.58978702	14792.16509065
0.56638502	14351.15623612
0.57298097	15178.73621661
0.59578312	13398.09224479
0.59246102	13307.47847997
0.57196860	14344.46416967
0.59245630	15014.93344713
0.59174760	14703.90303289
0.57780012	14959.36326190
0.57665064	14266.02463713
0.57270747	14460.70738766
0.58540625	14559.49312928
0.57869142	14426.28030608
0.57976513	14965.93452947
0.58405171	15193.52970060
0.58939554	14649.46302616
0.59287445	15630.48834463
0.60019035	14307.97684207
0.59305941	13855.98878695
0.59482205	12655.38645048
0.58449652	15422.45283443
0.57832474	14699.11997408
0.57356109	14281.10985085
0.59272527	12996.17011221
0.57775996	14911.00931563
0.57706226	14108.06006039
0.57645638	13079.49698187
0.59076756	12726.46103608
0.58240534	13491.72829741
0.58296658	13284.13252627
0.58886096	13127.10227884
0.58320159	13690.31137587
0.58110796	13696.50874249
0.58142301	15768.34735862
0.57820845	16023.93723928
0.57974367	12951.92095035
0.59021672	12828.47789749
0.57915335	12566.42534410
0.57990543	12600.92107727
0.59787743	13240.30331445
0.58169681	13112.78163136
0.57396069	13685.36438537
0.57810171	14452.85212380
0.56674638	14095.28808326
0.58535161	13396.59712226
0.58324926	12046.57165904
0.59295996	14306.51069077
0.58256395	15065.55494012
0.59024315	13043.81404349
0.58240553	15548.58125615
0.58964710	13767.50070594
0.59787908	13566.25388655
0.58753979	14508.03723612
0.58137328	15642.20347816
0.57406296	15565.89150297
0.58575687	16268.73615219
0.57654978	13675.06946736
0.59132326	15858.30145081
0.57816751	16643.80546770
0.57996616	14333.69515698
0.58594758	15705.73728470
0.58815914	15086.31803362
0.56778255	15690.42809307
0.57536396	14553.16107385
0.58336739	13356.34931912
0.57819006	13433.46125039
0.57643598	15177.00369124
0.58459590	14503.54440934
0.58035968	14730.06843079
0.58802429	15579.26717598
0.59072853	14049.31805497
0.57344373	14306.85698746
0.58502263	13350.57737182
0.56931710	12978.31483484
0.59859722	14298.00738243
0.57589632	15302.79564257
0.56674752	15323.89323926
0.57196537	14702.50078326
0.58208641	16360.46536473
0.57264448	14729.88092549
0.55823594	15058.25697760
0.57258140	14310.20687943
0.58348438	15157.42616094
0.56227673	13719.66845921
0.59722590	13994.10613446
0.57686144	12683.11570710
0.57261276	15201.27198643
0.58647507	14575.34182207
0.57125443	15189.25003304
0.58199017	13994.71723963
0.58759974	13452.54460905
0.58693397	12699.32966774
0.59229099	15301.37550612
0.59357275	13978.98872377
0.57541198	15458.09346109
0.58529161	13811.29816451
0.57526180	13880.57987416
0.58162526	15166.57003779
0.57813839	16373.45526362
0.56329096	15335.54901461
0.59245832	14445.39967650
0.58509608	14665.06495515
0.57757947	14265.86587286
0.58477293	15490.21031337
0.57499786	13266.89711509
0.56122385	15164.60138160
0.58691577	14278.49413458
0.58602957	14315.17773455
0.57741979	13876.51390114
0.57643099	15753.36139840
0.57568951	13828.18802141
0.59493650	16164.58997672
0.59189027	14420.99487306
0.57934771	12440.70408569
0.57589552	15048.79266196
0.59026182	15935.84100106
0.57338208	14446.69761040
0.58217375	14452.20410191
0.57529434	16595.41424804
0.58002687	14755.11266721
0.59002208	14978.44730657
0.57001076	13414.01259429
0.59500843	15851.47790882
0.57597104	14168.26111583
0.58692317	15200.12860616
0.57349588	14805.90108310
0.58563888	15389.55431524
0.58516455	15675.31661294
0.58680007	15716.91894889
0.59889572	13290.77078962
0.58259088	12862.14267505
0.58458173	14168.26759096
0.58332083	11834.68877651
0.58099076	14353.82148652
0.57757071	14221.82522995
0.60105453	15191.28078178
0.57764365	14174.13865898
0.57328871	14000.71773728
0.58634367	15083.19744578
0.58840128	16991.04592589
0.58083343	14814.94562288
0.58255667	15098.49250201
0.58300982	14397.85269092
0.59287075	15517.94073284
0.58736637	15698.89533185
0.58368374	14388.69569448
0.58427790	14383.26808794
0.56864750	13834.69302733
0.59540758	12891.62748301
0.57830018	14479.26741153
0.59311946	14886.94775844
0.58589205	13434.63815396
0.57336004	13642.13089116
0.59243983	14750.89116760
0.57165129	14429.72022199
0.58721064	14515.46810504
0.59378031	15046.16688025
0.58902130	15884.22468560
0.57681377	14868.62519020
0.57439180	13104.39671252
0.58522300	13729.59113149
0.58567018	14695.01007485
0.57071758	12588.22877127
0.57768761	14705.48695019
0.58303622	13774.45763012
0.57815336	13119.87047075
0.57677377	12717.28416653
0.57221721	13744.25394848
0.59028019	12203.82740246
0.57870859	14843.85307631
0.57489697	13751.65657942
0.57631820	15096.74077178
0.58328288	13999.98570065
0.58262219	15394.16785660
0.57737026	15488.34821559
0.57048486	11989.86963972
0.57959160	13087.08861518
0.58201764	14553.17080498
0.56994509	14472.75906270
0.59123772	14208.34078569
0.57706795	13982.43712655
0.58042199	13818.98338356
0.56624590	16094.30030091
0.57679498	14002.69699363
0.58688968	16223.64415332
0.58481750	13644.31680597
0.58754757	15008.09443604
0.57041415	17633.98473155
0.58435680	14643.28447866
0.59311181	12790.30045900
0.58218864	13169.58350682
0.58095810	15026.36360698
0.58510423	14174.15157886
0.59020580	13289.46589326
0.58741616	14174.91792733
0.59067323	15874.21541678
0.58325973	13580.62513832
0.57346772	14082.98977043
0.58239588	14577.21824566
0.58035327	14914.43076800
0.58442273	16235.67488845
0.57131614	13853.77797135
0.56878890	15659.69320414
0.58264186	15761.47787101
0.57670596	13564.11223751
0.59187714	14167.08763716
0.55946676	14477.88852286
0.56634586	14643.62105400
0.57170970	13477.97841131
0.57418098	15411.66882377
0.58448294	15084.46326021
0.58483493	14406.25572918
0.58063593	15563.29966702
0.58319625	15842.75140462
0.60669712	16032.74278938
0.57674523	14041.61491653
0.57736949	15382.28123382
0.58980361	14698.79068879
0.58217536	14727.42090436
0.57509547	14331.11336596
0.58793807	14523.16914265
0.58590516	14633.19601315
0.56453896	16179.26031835
0.58316394	11999.75515703
0.58227479	15499.93097620
0.59277057	15311.91216472
0.59365013	16498.31762011
0.59100377	17377.56124945
0.58087893	13878.22593656
0.58775894	13385.76428328
0.58859587	12860.02330966
0.59520460	14755.59408092
0.58025850	13007.87239397
0.59039978	12246.67771973
0.58385950	13189.27985948
0.56387727	13300.21327799
0.58053525	13459.18151006
0.59023232	16644.65148740
0.58066458	14184.55915898
0.58608324	14457.87890481
0.58793941	14434.01297960
0.57612228	15728.17764092
0.58630267	16185.14744930
0.56603461	14177.87397410
0.58486865	14008.09929742
0.56434216	16268.93984204
0.57516461	12308.46892088
0.57194942	15627.67071174
0.57839136	13572.51854645
0.56742069	14164.29210192
0.57684580	13281.60266353
0.59151080	14915.31051176
0.58590132	14578.90824440
0.57415116	13474.43168243
0.58628729	12211.56971927
0.56536437	13873.70964236
0.57080356	16302.20930100
0.58957352	15424.09116397
0.57552704	14973.95410991
0.57989944	15184.78179163
0.55358067	14134.04193727
0.58044666	14103.40784843
0.57155331	12938.07062538
0.58566656	14520.19771898
0.56799430	14942.82909930
0.57441890	14294.27408613
0.59313557	15936.10554367
0.58497545	14608.68056169
0.57052441	13809.34316922
0.58396025	15232.37579794
0.57621571	14190.87835956
0.59102508	14864.46113176
0.58998328	14843.08843129
0.59072270	14976.10792739
0.58097213	14181.93426657
0.58506201	14391.04018267
0.58825151	14753.67876141
0.58608836	13775.11937417
0.58676409	13910.92598363
0.57888490	14734.70949600
0.58971019	13958.30771419
0.56948825	15582.23184846
0.56346538	16739.07480485
0.57835621	17018.95967820
0.60244725	14795.57524215
0.57702948	14090.35398837
0.57685742	14145.12998858
0.58486244	13905.05262562
0.58730506	15786.83507188
0.58744939	13383.91595747
0.59523656	14623.19987498
0.58361211	14675.64129430
0.57972444	13997.38624863
0.56526115	14043.64508307
0.58337655	15406.69413344
0.56905170	13779.82157265
0.57394217	13826.77685055
0.58310111	14406.66842228
0.57425555	12171.02253729
0.58076451	14009.18544986
0.59402484	13576.38283269
0.58621482	14887.13155516
0.58762737	12970.72801766
0.59646475	16214.36198668
0.55653221	15223.50369636
0.57242020	15754.09549970
0.58328811	15040.30263871
0.57529734	14463.43207980
0.58550037	13320.55744359
0.57547918	12066.99955678
0.57503811	13866.00769691
0.56898323	15033.89780135
0.58640046	14545.55903976
0.58337585	13193.30385477
0.56960755	16036.56274766
0.57081141	14714.45193018
0.59180369	14979.24600507
0.58355985	13054.80573752
0.59548847	15160.27172000
0.57000579	14192.29194360
0.59288716	14689.66944951
0.56678361	14098.12141010
0.58455465	16187.83055259
0.59178942	14389.88322054
0.59066625	13275.63655455
0.58445895	14812.83484677
0.57786646	15196.84047259
0.59941619	14743.39045830
0.57762837	16309.57172341
0.58709476	13661.61661075
0.58277198	14992.84869714
0.59482944	14031.25090779
0.58533579	14050.33627108
0.57648679	13184.49244569
0.58332622	16585.83642590
0.57633281	14355.41743163
0.60908992	15168.33501146
0.57819967	15847.14934548
0.59092038	16560.08669123
0.58019074	14521.42520349
0.57343987	16389.26774887
0.58679833	14491.20748317
0.59218954	13777.92186516
0.59257758	15330.94010205
0.58339850	13982.77328828
0.57310627	13648.06130611
0.59106285	13420.48382434
0.58508853	14711.01005648
0.58094593	14736.03866567
0.58856407	13850.52041261
0.57207980	13652.70556292
0.57238230	15232.35802016
0.58354400	14240.97803255
0.58395053	15941.35258859
0.58769045	13648.31242388
0.57768493	15045.03674811
0.58224591	14974.55046048
0.58673864	15688.60993552
0.57600854	14860.37054960
0.59062675	14204.36955465
0.58522772	11591.59202298
0.56025803	13155.33224417
0.57550723	15317.82177947
0.57337834	15623.99433111
0.59540639	14550.48955264
0.57954191	13072.65243574
0.58060761	15162.72765706
0.58526819	14330.99482871
0.59087939	14560.82185184
0.58368190	15822.45763197
0.56384848	14520.62094255
0.58354369	14928.57972272
0.58731677	13846.74117536
0.58744558	16640.91272057
0.59573637	15523.90744726
0.57811724	14609.94637973
0.57847800	12775.70865805
0.58783867	14256.43175298
0.56364176	15043.41480774
0.57823355	14195.76338690
0.57382216	14170.58759688
0.57222234	14987.65753708
0.57703271	16107.44402715
0.57390602	14764.69427864
0.58431018	15905.21311201
0.57001956	15325.11921631
0.58230843	15484.06765104
0.58160464	15263.29129070
0.58687475	13200.35586532
0.57455351	16094.68850766
0.57236267	15215.40039448
0.58566561	14113.01601271
0.57702864	15780.51817205
0.57766022	15086.03514241
0.59160349	14648.70040756
0.58540970	15131.98720485
0.59129600	16157.99963834
0.56543452	14253.29172399
0.58451774	15168.35130656
0.59779424	16522.55188887
0.56369309	15184.08242248
0.56680524	13590.29094088
0.59281594	16714.30072046
0.57243835	16361.89027903
0.56846797	15388.68315148
0.57554041	14907.95232073
0.57084960	14490.55643101
0.56373235	14232.09817616
0.58312067	15668.86105923
0.58008392	15519.13312019
0.58900124	12749.27615613
0.56776830	13805.45992904
0.58263608	14342.89369156
0.59574661	15055.51076429
0.57138512	15038.43801209
0.56804887	14747.38909011
0.59175247	13615.52932106
0.57741546	13024.46646530
0.58246572	13817.84180754
0.58900202	13537.91750966
0.58238850	15106.56566928
0.57470814	14632.84236495
0.59038063	13747.42223746
0.57048015	13146.36175471
0.59024835	13969.91919666
0.58381594	14101.76151099
0.59274867	12873.70902430
0.58339830	14556.75654731
0.56223347	17284.39308774
0.58216377	16230.49868184
0.58167137	12519.88339942
0.58467065	13737.21406346
0.58937613	14979.51992971
0.57784675	13767.08915170
0.57966979	14290.24964060
0.57556953	15837.89310507
0.56891037	14423.05650746
0.57137716	13836.32742478
0.58910189	15151.33474040
0.57842237	15746.75082926
0.57765634	16377.11725702
0.57610664	14754.91976177
0.57304900	15481.96851568
0.58677572	14717.50594131
0.58098209	15292.69765029
0.57083088	14138.47516961
0.57602458	13989.21831575
0.56215330	14918.52136294
0.57997596	15080.49355191
0.57458427	14316.00732100
0.58626061	15387.77283406
0.58204834	13966.84310294
0.57675333	14645.99250787
0.57185228	14402.10901771
0.58348788	14629.10780574
0.58847859	14292.79689562
0.57512940	14649.40329099
0.58225972	16231.15048034
0.56757523	13472.47373869
0.57003807	12845.82511607
0.57665491	14880.36464748
0.57545502	15514.13056096
0.58306921	16342.02159536
0.58962105	14367.97550373
0.59780427	15146.83102980
0.57283793	13155.67432083
0.57986554	14931.42168305
0.58130247	14161.36763663
0.58055352	16173.28039918
0.58673623	14976.29964952
0.58976914	15166.41141266
0.57900148	13520.57723023
0.57455962	13106.51380744
0.58794508	15059.54363078
0.57125217	14277.16765018
0.56668180	13771.00098188
0.59387999	14209.63159294
0.57729677	15736.26276391
0.58339412	14333.77440777
0.58101852	12410.74807110
0.58372314	14022.33065620
0.57726928	14688.41659998
0.57977692	14631.15794329
0.58641154	14474.02698637
0.58401283	13286.76709990
0.58230352	15536.55033173
0.58262893	14776.28676807
0.58945611	15252.49936364
0.57424991	13224.52108759
0.58296773	13522.85644918
0.57465809	14657.44698226
0.57832888	16505.84587598
0.57386326	14478.57231185
0.59261108	16248.49992470
0.58646943	15309.39617266
0.57144291	13562.72977262
0.58177694	13187.92310474
0.58528590	14750.49384387
0.57855240	14941.72284824
0.58857349	14249.16582898
0.57278378	13635.70818743
0.58091734	15609.63522476
0.58939883	13901.98966747
0.57922080	15372.17794116
0.57948623	15353.70881665
0.58441250	15071.93707957
0.58651186	14863.10719936
0.58353103	14079.79978132
0.58441877	13603.00161588
0.57205640	14302.11348987
0.57710894	14996.59002498
0.58753048	13492.41735259
0.57950167	12638.85192149
0.57649803	14724.21074687
0.58476500	14888.23538726
0.57756612	14495.51014342
0.56630633	14091.72397269
0.58377607	14996.93893382
0.56397522	13886.59772852
0.59376325	13354.44627440
0.58125023	14472.38428703
0.58230609	14199.93001053
0.58471802	12739.32571402
0.58609402	13821.73889071
0.58007275	13899.13298131
0.58685030	15565.90608393
0.59759982	13397.30517479
0.58448709	13387.86709619
0.58717769	12371.32883609
0.58106993	13524.72153514
0.59608658	15519.54580103
0.56331999	14952.91891434
0.59111285	12143.36656109
0.57776214	14088.61752461
0.58931557	14528.00728137
0.58325952	14836.88828311
0.58258674	13952.76845116
0.59031275	14405.59215572
0.58132920	15804.53637264
0.57126217	15282.10819091
0.58720070	15293.80684108
0.60052218	14780.08462631
0.58087983	14883.47002074
0.57740696	14856.00720421
0.58370511	15434.37224750
0.57599725	15322.07345856
0.57397127	14863.77202418
0.60492853	14706.54150871
0.57878842	13505.50211445
0.58925248	14395.58303914
0.57167992	15097.41357673
0.57754242	14735.79164963
0.57715530	14668.09115788
0.59114980	14316.33684476
0.58866167	14671.54136431
0.58675110	14781.49257924
0.56964372	14389.03865321
0.58143190	15331.59866515
0.57739613	14740.80858761
0.58459337	15511.36448086
0.57801720	13414.80909236
0.56400010	15273.08064451
0.57988593	14366.85083283
0.59489198	13468.01663625
0.57945115	13681.45594349
0.58427197	14579.83436453
0.57557958	12268.19983019
0.56964743	14587.65698066
0.59589001	14546.98011845
0.57568559	12641.59355402
0.56813774	14771.51059498
0.57519174	13773.20921304
0.57110080	15380.40146999
0.57251044	14023.50680900
0.59628494	14505.77360368
0.58249503	13945.30085845
0.59120482	15160.17634439
0.59165623	15206.61272817
0.58994553	15498.60090346
0.57546315	14085.60859619
0.57644596	14340.97136858
0.58947319	15359.22497899
0.59569244	13784.63711935
0.58436255	16699.04147585
0.56613750	13030.40522559
0.58025873	13249.83893074
0.58811833	14967.93719996
0.59558649	13546.40207361
0.58569856	13433.73284512
0.58555594	14560.99352551
0.58372359	15451.32453060
0.57130059	15368.41380999
0.57746972	14273.64821045
0.58044334	16229.37273604
0.59453612	16323.21994179
0.57363309	14460.08543691
0.59053159	15836.46913952
0.57836039	11669.98439751
0.57478706	14223.82484095
0.57768911	14889.17794609
0.57372982	15944.63978728
0.59177601	15710.74597306
0.58074127	12871.65117596
0.57078903	13338.05595961
0.58341448	14772.70271485
0.57200440	13477.15946246
0.58262705	13564.78946395
0.57825331	14488.45207892
0.56617241	15006.10172888
0.57340135	15307.87527946
0.58903321	14505.48393290
0.59070222	15062.77416624
0.56771181	14977.67213333
0.57708280	12315.89689949
0.59646396	14446.98136514
0.59257889	14929.26021697
0.58767845	13343.84666633
0.57378199	16086.68161904
0.57341747	15830.15691470
0.58008356	14939.09982453
0.58041586	15694.66153567
0.58789435	15254.19002844
0.58111408	14048.72852127
0.56357663	16788.78537534
0.58284362	14311.57268703
0.56701885	14473.30606775
0.56789866	14451.65360905
0.57493634	14324.23853033
0.57870307	14033.29066635
0.60022362	15558.91452358
0.57597315	13653.78238914
0.58222087	13525.15678662
0.58836072	13565.56034659
0.57613497	14103.44621971
0.58170545	15801.89387563
0.56468258	15669.16040087
0.58339716	14624.59789353
0.58475887	14703.54635822
0.57738155	14710.81997213
0.58213687	13990.76389294
0.59131946	14849.45972023
0.58202768	14470.37688951
0.56280843	14236.32716695
0.57846655	14838.25588820
0.59019375	13646.28116520
0.59211240	14845.65615658
0.59056393	14020.43166207
0.57554704	12735.84089368
0.57086716	15101.26273901
0.58237605	13969.74675049
0.58554883	12712.54528687
0.58547657	12954.19925302
0.57230687	14978.63725020
0.58267126	16303.23077472
0.58038826	14113.96265574
0.57998397	14502.23626990
0.58414938	14174.94973628
0.58525867	14190.42969538
0.57586481	14030.99525109
0.57791915	13745.64521697
0.57821415	15024.69362511
0.58122947	16661.98832960
0.58471973	15271.20414554
0.58690624	13620.00848687
0.57246881	15604.67500718
0.58303458	13235.07668367
0.58662829	14533.63075158
0.58374919	15142.89888153
0.56815288	14291.88850766
0.59851536	16047.41092550
0.56875851	15683.97032122
0.56861089	13305.20789252
0.57369185	14335.30700947
0.56697928	14882.94439024
0.57700196	14223.00478308
0.58517130	14729.06124794
0.59112625	14317.29692060
0.57463185	16587.07340306
0.59168878	13349.96189414
0.58185282	12905.80743864
0.58291238	16651.83276624
0.57814167	14924.15073830
0.58848497	14898.28106680
0.58210999	12087.55229402
0.58121606	17279.08058957
0.57328020	16295.10816089
0.58420074	15391.77421794
0.58659323	13684.24240275
0.57876094	14918.07017628
0.58297659	14159.20824493
0.58498167	14233.24722309
0.57381598	12603.87963992
0.58415580	15439.71402079
0.59885178	14723.07718468
0.56864704	13043.81995183
0.59737299	14676.25875120
0.57344299	15408.35591053
0.58799949	15164.62047353
0.57366825	13438.18981703
0.57747467	15984.02818753
0.59256457	15780.46776009
0.57375930	14596.10452496
0.57987431	15565.01885482
0.58805073	14373.63733209
0.57850639	13117.75742753
0.59578210	15884.71362845
0.57109488	14462.83044575
0.58582728	14472.93853262
0.58448601	13429.89723498
0.59703762	15010.38694905
0.56592947	12967.54889917
0.57559692	13449.94483421
0.58014330	13925.58759068
0.57939846	13458.26186728
0.58573859	15216.75048070
0.59072720	14991.20805826
0.58949415	14616.04293187
0.58951916	13551.72196985
0.59173548	14179.71233796
0.57378867	14069.31760399
0.57199215	13389.37878160
0.57854399	13978.35492488
0.57713202	13410.37330951
0.59829018	13494.43168148
0.59031199	13780.22228333
0.58430779	14753.02283353
0.56463712	14259.73781866
0.56964494	14272.47267398
0.57164165	13031.98167988
0.57804883	13040.06585964
0.58692472	14376.00297886
0.58903852	14615.24977136
0.57714599	14509.53009291
0.57234735	14648.62941888
0.57114865	12721.67545833
0.58061968	14323.86244453
0.56378717	14844.65206534
0.57616580	14685.93813841
0.58555110	14825.19743039
0.57501379	13172.64043860
0.58230600	13088.96775757
0.57226698	13590.08157219
0.60177566	16597.83690710
0.58204737	13630.10272995
0.56856623	14814.64767089
0.59133181	14999.93863775
0.57081564	14492.46889955
0.58700061	13799.66110908
0.58194993	16158.85440730
0.58523641	12655.12980963
0.59075196	14414.07410057
0.57003687	16199.59063778
0.59145071	13672.73882400
0.57020646	14141.77025047
0.56998303	14786.34593704
0.56021884	15671.89620746
0.59518189	14680.00942049
0.56855121	14912.65235222
0.58427482	11471.65654656
0.57762858	12476.71402647
0.57861501	14056.23484349
0.55382884	14004.45435276
0.56381199	15515.66320371
0.57952814	15742.95161915
0.57650626	14170.22147672
0.58136412	14641.68691039
0.57981815	14440.59047815
0.57859457	14402.44457313
0.59120767	14648.80078413
0.59166430	14314.24806094
0.57306176	14578.94132562
0.59054867	15535.58757948
0.58137444	13980.40376569
0.57790661	14439.20948529
0.57185083	16217.01178102
0.58308592	14600.74493946
0.58710597	12732.33368276
